Items,Type,Status,Project Type,Project #,Governance Framework,Project WO #s,Project Manager,PM Region,Project Status,Budget Type,Program,CY Actuals,CY Rem Fcst,Remaining Contingency,CY Tot EAC,CY Tot Fcst 3+9 Baseline,CY Tot EAC vs 3+9 Base Value,CY Tot EAC vs 3+9 Base Indicator,CY Budget Year Amount,CY Budget Adjustment,CY Bud incl Adj,CY Variance with Adjustments Value,CY Variance with Adjustments Indicator,Variance Explanation AFE vs CY Budget,Full or Phase 1 AFE,Phase 2 AFE,Supplemental AFE Amount,Total Approved AFE,AFE Stage,Total Requested AFE,Inception to Date Actuals,Project Rem Fcst,Project EAC,Supplemental AFE Required? Value,Supplemental AFE Required? Indicator,Cash Flow Start (Fcst),Full or Phase 1 AFE Approved Date,Full or Phase 1 AFE Approved Date P/D,Baseline Operational Date,Operational Date,AFE Past Due Days Value,AFE Past Due Days Indicator,CY 01 Jan Act,CY 02 Feb Act,CY 02 Feb Fcst,CY 02 Feb Fcst (asOf Cut-off),CY 02 Feb Var Value,CY 02 Feb Var Indicator,IT - Accruals,Monthly Variance Explanation,CY 03 Mar Fcst,CY 04 Apr Fcst,CY 05 May Fcst,CY 06 Jun Fcst,CY 07 Jul Fcst,CY 08 Aug Fcst,CY 09 Sep Fcst,CY 10 Oct Fcst,CY 11 Nov Fcst,CY 12 Dec Fcst,Remaining Contingency2,Project Status Notes,Project Status Notes Updated On,Financial Forecast Notes,PCA,PM Designate,PMO-Region,PMO-Division,Financial Reporting Category 2022,Financial Reporting Category 2022 Override,PMO-Asset Team,PMO-Location Business Unit,Parent Project Number,CY Q1 EAC,CY Q2 EAC,CY Q3 EAC,CY Q4 EAC,CY-1 Tot Act,CY+1 Tot Fcst,Program Manager,Project Sponsor,WS Drawdown Class,JV SubProgram,IT Count,OPPM Project Item ID,RCAP Financial Model,Created By,Parent / Child Value,Parent / Child Indicator,Creation Date,Maintenance Reporting Categories
Maine Asset CP Troubleshooting 2022,Item,Open,MEXP,HW755BME2202,Maintenance Framework,1938851,"Gable, Rob",East,7. Closed,Defined,Cathodic Protection,209,,,208.72,209,0,Green,,,,209,,,40000,,,40000,Full,40000,14243,,14243,No,Green,9/1/2022,1/20/2022,1/20/2022,11/15/2022,12/31/2022,,,208.72,,,,,,,,,,,,,,,,,,,"1/10/2023 - Closed WO/PO and set OPPM project status to 'Closed'.  MCS.




1/4/2023 RAG - Ready to close, no other invoices expected.  12/2/2022 RAG - Junction Box and RMU will arrive in December.  11/3/2022 RAG - Remaining bond work delayed until Dec.  10/4/2022 RAG - Remaining bond work delayed until Dec.  9/6/2022 RAG - Delay due to scheduling conflict and awaiting annual CP survey to review.  8/2/2022 RAG - Work to be performed after 2022 CP survey is completed and reviewed.  5/2/2022 RAG - Preparing work to begin as forecasted.  4/4/2022 RAG - Preparing work to begin as forecasted.  2/2/2022 RAG - AFE has been approved and WOR created. 1/13/2022 RAG - AFE submitted on 1/13/2022.",1/10/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Maine,HW755BM - HALLOWELL - BANGOR TERM,,209,,,,14034,,"Geib, Rob","Geib, Robert",,,1,40884,,"Guest, ProSight",Independent,Aqua,7/30/2021,Int - Planned Corr & FI
Maine Asset CP Troubleshooting 2023,Item,Open,MEXP,HW755BME2302,Maintenance Framework,2085418,"Gable, Rob",East,3. Active,Defined,Cathodic Protection,,40000,,40000,40000,0,Green,40000,,40000,0,,,39305,,,39305,Full,39305,,40000,40000,No,Green,5/1/2023,2/21/2023,2/21/2023,11/15/2023,10/31/2023,,,,,,,,,,,,,10000,10000,,,10000,10000,,,,3/2/2023 RAG - Work to begin during Q2.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Maine,HW755BM - HALLOWELL - BANGOR TERM,,0,20000,10000,10000,,,"Geib, Rob","Geib, Robert",,,1,45398,,"Guest, ProSight",Independent,Aqua,8/26/2022,Int - Planned Corr & FI
Mechanicsburg Asset CP Troubleshooting 2023,Item,Open,MEXP,SN724SKE2301,Maintenance Framework,2085629,"Gable, Rob",East,3. Active,Defined,Cathodic Protection,,30001,,30001,30001,0,Green,30001,,30001,0,,,29520,,,29520,Full,29520,,30001,30001,No,Green,5/1/2023,2/21/2023,2/21/2023,11/15/2023,11/15/2023,,,,,,,,,,,,,10000,,,,10000,10000,,1,,3/2/2023 RAG - Work to begin during Q2.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Mechanicsburg,SN724SK - SINKING SPRING -SCHAEFFERSTOWN,,0,10000,10000,10001,,,"Geib, Rob","Geib, Robert",,,1,45412,,"Guest, ProSight",Independent,Aqua,8/26/2022,Int - Planned Corr & FI
Port Reading Butane Line CP Installation,Item,Candidate,MCAP,,Maintenance Framework,,"Occhi, Edward",,1. Proposed,,Cathodic Protection,,100000,,100000,100000,0,Green,100000,,100000,0,,,,,,,,,,100000,100000,No,Green,6/1/2023,,,,7/31/2023,,,,,,,,,,,,,,50000,50000,,,,,,,,,,,,East,Pipelines and Terminals,Integrity,,Harbor South Terminals,BPRPR - BPT PORT READING TERMINAL,,0,50000,50000,,,,"Geib, Rob",,,,1,42187,,"Clark, David",Independent,Aqua,9/17/2021,Int - Planned Corr & FI
RC999A5 buried IJ repair,Item,Open,MEXP,RC999A5E2301,Maintenance Framework,2085711,"Norton, Bill",East,3. Active,Defined,Cathodic Protection,,35000,,35000,35000,0,Green,35000,,35000,0,,,33620,,,33620,Full,33620,,35000,35000,No,Green,6/1/2023,2/21/2023,2/21/2023,10/1/2023,11/30/2023,,,,,,,,,,,,,,35000,,,,,,,,,,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Auburn Pipeline,RC999A5 - ROCHESTER TO HESS,,0,35000,,,,,"Geib, Rob",,,,1,44353,,"Guest, ProSight",Independent,Aqua,8/1/2022,Int - Planned Corr & FI
Rectifier RH-01 Replacement BETRH,Item,Open,MCAP,BETRH00M2204,Maintenance Framework,2037203,"Gable, Rob",East,6. Operational,Drawdown,Cathodic Protection,15863,,,15863.37,15863,0,Green,,,,15863,,,49000,,,49000,Full,49000,47071,,47071,No,Green,11/1/2022,10/16/2022,10/16/2022,12/20/2022,12/31/2022,,,6318.06,9545.31,,,9545,Red,0,Engineering or Scope Change,,,,,,,,,,,,3/2/2023 RAG - Awaiting invoices.  Replacement rectifier required.  2/28/2023 RAG - Job Book complete and sent to Joan for review.  2/2/2023 RAG - Extra $6K required to replace rectifier that was received damaged.  1/4/2023 RAG - Work completed for less than expected.  12/2/2022 RAG - Work performed by Old Dominion.  PO issued for rectifier. 11/3/2022 RAG - New project.  Scheduled for Nov/Dec installation by Old Dominion.  PO has been issued.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Integrity,,Virginia,BETRH - BET RICHMOND,,15863,,,,31207,,"Geib, Rob","Geib, Robert",,,1,46061,,"Perry, Betty",Independent,Aqua,10/12/2022,Int - Planned Corr & FI
RELOCATE RECTIFIER BETFS,Item,Open,MEXP,BETFS00E2201,Maintenance Framework,2022785,"Brown, Jeff",West,7. Closed,Drawdown,Cathodic Protection,-831,,,-831.06,-831,0,Green,,,,-831,,,8000,,,8000,Full,8000,6422,,6422,No,Green,10/1/2022,9/16/2022,9/16/2022,12/31/2022,11/30/2022,,,-831.06,,,,,,0,,,,,,,,,,,,, 10-31-22 ACRUE WORK COMPLETED 10-3 WORK SCEDULED OCT-NOV,10/31/2022,,"Schultz, Amy",,West,Pipelines and Terminals,Corrosion,,Toledo,BETFS - BET FOSTORIA,,-831,,,,7253,,"Geib, Rob","Shook, Mark B.",N/A,,1,45859,,"Schultz, Amy",JDE Child,Burnt Orange,9/16/2022,Int - Planned Corr & FI
Rensselaer CP troubleshooting and repair,Item,Open,MEXP,BETQE00E2301,Maintenance Framework,2085675,"Norton, Bill",East,3. Active,Defined,Cathodic Protection,,35000,,35000,35000,0,Green,35000,,35000,0,,,34650,,,34650,Full,34650,,35000,35000,No,Green,9/1/2023,2/21/2023,2/21/2023,10/1/2023,11/30/2023,,,,,,,,,,,,,,,,,35000,,,,,,,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Roseton and Rensselaer,BETQE - BET RENSSELAER TERMINAL,,0,,35000,,,,"Geib, Rob","Geib, Robert",,,1,44346,,"Guest, ProSight",Independent,Aqua,8/1/2022,Int - Planned Corr & FI
Replace AC Power and AC Disconnects to BH Rectifiers,Item,Open,MEXP,BH00000E2203,Maintenance Framework,2014070,"Gable, Rob",East,7. Closed,Drawdown,Cathodic Protection,4296,,,4296.12,4296,0,Green,,,,4296,,,37000,,,37000,Full,37000,36021,,36021,No,Green,10/1/2022,8/31/2022,8/31/2022,11/30/2022,12/31/2022,,,4296.12,,,,,,0,,,,,,,,,,,,,"1/10/2023 - Closed WO/PO and set OPPM project status to 'Closed'.  MCS   1/4/2023 RAG - Ready to close, no other invoices expected.  12/2/2022 RAG - Work performed by M&M Electrical.  11/3/2022 RAG - M&M scheduled to start work in Nov.  10/4/2022 RAG - PO's Issued, awaiting schedule form M&M Electrical. Ordering materials which will receive in Oct, labor in Nov.   9/6/2022 RAG - Scheduling M&M Electrical.",2/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Booth,BH - BOOTH STATION,,4296,,,,31725,,"Geib, Rob","Geib, Robert",N/A,,1,45734,,"Schultz, Amy",JDE Child,Burnt Orange,8/31/2022,Int - Planned Corr & FI
Replace Rectifier E-12B Macungie Station South Yard,Item,Open,MCAP,ZG00000M2303,Maintenance Framework,2085645,"Gable, Rob",East,3. Active,Defined,Cathodic Protection,,35000,,35000,35000,0,Green,35000,,35000,0,,,35019,,,35019,Full,35019,,35000,35000,No,Green,4/1/2023,2/21/2023,2/21/2023,9/30/2023,7/31/2023,,,,,,,,,,,,10000,,20000,5000,,,,,,,3/2/2023 RAG - Awaiting quotes from Diefenderfer and JA Electronics.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Integrity,,Macungie Pipe,ZG - MACUNGIE STATION,,0,30000,5000,,,,"Geib, Rob","Geib, Robert",,,1,45418,,"Guest, ProSight",Independent,Aqua,8/26/2022,Int - Planned Corr & FI
Si160BP Rectifier Pole Replacement,Item,Open,MCAP,SI160BPM2301,Exempt,2093573,"Gabriel, Jeff",West,3. Active,Defined,Cathodic Protection,,7000,,7000,7000,0,Green,7000,,7000,0,,,12933,,,12933,Full,12933,,7000,7000,No,Green,4/1/2023,3/3/2023,3/3/2023,7/30/2023,4/30/2023,,,,,,,,,,,,7000,,,,,,,,,,3/2/2023- AFE is complete and is being routed for approval,3/2/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Central-Illinois,SI - SIBLEY STATION,,0,7000,,,,,"Geib, Rob","Geib, Robert",,,1,44168,,"Guest, ProSight",Independent,Aqua,7/18/2022,Int - Planned Corr & FI
TOLEDO AREA 344 TEST STATION REPAIRS,Item,Open,MEXP,DS999A7E2301,Exempt,2085713,"Brown, Jeff",West,3. Active,Defined,Cathodic Protection,,18000,,18000,18000,0,Green,18000,,18000,0,,,19800,,,19800,Full,19800,,18000,18000,No,Green,4/1/2023,2/21/2023,2/21/2023,6/30/2023,5/31/2023,,,,,,,,,,,,18000,,,,,,,,,,3-2-23 AFE APPROVED-WRITR SERV CONTRACT02-03-23 - MNH - AFE is routed. EAC to be at $18K.,3/2/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Corrosion,,Toledo,DS - TOLEDO STATION,,0,18000,,,,,"Geib, Rob","Geib, Robert",,,1,45366,,"Gardner, Travis",Independent,Aqua,8/26/2022,Int - Planned Corr & FI
TS and Anode Install at Reading RR Casings 734L and 740L,Item,Open,MCAP,JD734BHM2201,Maintenance Framework,1939348,"Gable, Rob",East,3. Active,Defined,Cathodic Protection,287633,15000,,302632.85,302633,0,Green,48000,,48000,254633,,,230000,,,230000,Full,230000,347908,15000,362908,Yes,Red,8/1/2022,1/21/2022,1/21/2022,10/15/2022,3/31/2023,,,78146.36,209486.49,47000,47000,162486,Red,0,Engineering or Scope Change,15000,,,,,,,,,,,"3/2/2023RAG - Majority of work complete.  CO being processed. Likely will need a small supplemental due to field conditions (deeper than we thought, muddier soil)  2/2/2023 RAG - Work began in January and continues.  1/4/2023 RAG - Work to begin during Jan 2023.  12/2/2022 RAG - Work to start by Kiely on 1/3/2023. Forecasts have been adjusted with R Geib.  Dec funds are for materials.  11/3/2022 RAG - Preparing with Kiely to start project.  10/4/2022 RAG - Kiely verified we are on schedule to start mid Nov.  9/6/2022 RAG - Kiely proceeding with permitting, job WILL get done in Nov-Jan timeframe..  6/2/2022 RAG - Kiely received PO for permit work.  5/2/2022 RAG - Informed by Kiely that permits only allow work to be performed from November 16, 2022 to March 14, 2023.  PO issued to Kiely to secure wetland permit extensions and RR permits now for the Nov/March timeframe. A portion of the funding is now forecasted into Q1 2023.  4/4/2022 RAG - Preparing work to begin as forecasted.  2/2/2022 RAG - AFE has been approved and WOR created. 1/13/2022 RAG - AFE submitted on 1/13/2022.",3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Integrity,,Booth,JD734BH - DELAWARE RIVER JCT TO BOOTH,,302633,,,,60276,,"Geib, Rob","Geib, Robert",,,1,42619,,"Guest, ProSight",Independent,Aqua,12/15/2021,Int - Planned Corr & FI
WO160BN Henderson Rd Casing Fill,Item,Candidate,MEXP,,Exempt,,"Scannell, Adam",West,2. Pending AFE,,Cathodic Protection,,45000,,45000,45000,0,Green,45000,,45000,0,,,,,,,,,,45000,45000,No,Green,4/1/2023,,,,5/31/2023,,,,,,,,,,,,20000,25000,,,,,,,,,"02/02/23 - Discussions with contractor, ROW and local asset team have started. Should have quote for the work back in the next week or two. Permitting to begin once tentative dates are discussed.",2/2/2023,,,,West,Pipelines and Terminals,Corrosion,,St. Louis,WO160BN - WOOD RIVER TO BARNETT,,0,45000,,,,,"Geib, Rob",,,,1,45454,,"Guest, ProSight",Independent,Aqua,8/26/2022,Int - Planned Corr & FI
WO180XX Mag anode installation,Item,Candidate,MCAP,,Exempt,,"Logan, Rob",West,2. Pending AFE,,Cathodic Protection,,30000,,30000,30000,0,Green,30000,,30000,0,,,,,,,,,,30000,30000,No,Green,8/1/2023,,,,8/31/2023,,,,,,,,,,,,,,,,30000,,,,,,"03/02/2023 Pending AFE


2/2/2023 pending AFE",3/2/2023,,,,West,Pipelines and Terminals,Integrity,,St. Louis,WO180XX - WOOD RIVER TO MO S/L,,0,,30000,,,,"Geib, Rob",,,,1,45718,,"Logan, Rob",Independent,Aqua,8/30/2022,Int - Planned Corr & FI
XX163KK CP system installation,Item,Open,MCAP,XX163KKM2101,Exempt,1847681,"Scannell, Adam",West,5. Deferred,Defined,Cathodic Protection,1616,60000,,61616.21,61616,0,Green,60000,,60000,1616,,,40000,,24273,64273,Supplemental,64273,10022,60000,70022,No,Green,8/1/2021,5/24/2021,5/24/2021,8/31/2021,6/30/2023,,,683,933.21,,,933,Red,,,,,,,,60000,,,,,,"08/02/22 - After discussion with Jeff Gabriel, this ground bed is not a compliance issue and can be pushed to 2023. Budget to be used for more critical 2022 CP work. Budget to be used for OPPM ID 41094
07/01/22 - Following up to get the design for this ground bed to get material ordered. Negative variance is due to utilizing the materials previously ordered for this before being changed to a deep well on another ground bed project.
06/02/22 - Installation has been bid out and awarded. Waiting on design to order materials. Also waiting for ROW to finalize easement agreement with landowner.


05/04/22 - Schedule will be updated once final CP schedule is completed. Bid has ended, and AFE being developed.

04/04/22 - Installation is included in 2022 CP Bid. Meeting with ROW week of 4/11 to look at site for installation. Schedule is ROW dependent for completion.

03/02/22 - Including new scope in the 2022 bid for the deep well installation. Still planning to install in April.

02/02/22 - ROW has gone back to the landowner for a CP agreement. Need to change this to a deep well, the installation will be bid out and scheduled with the 2022 CP projects.

01/04/22 - Planning installation for early 2022 once ROW has an approved easement.

12/02/21 - ROW is having difficulties finalizing easement. Looking like the install will push into 2022. Materials have been purchased.

11/02/21 - ROW is still waiting on signature of new easement. Forecast moved out to December. Still trying to install at first available once easement is done.

10/04/21 - Installation is expected in Oct. ROW should be finalizing easement agreement.

09/08/21 - ROW is having slow downs in the easement approval. Pushing back expected installation to October.

08/09/21 - Scheduled for installation in September.

07/07/21 - ROW is finalizing the easement agreement for installation. This is scheduled to be installed in September.

06/09/21 - PO issued, final schedule being developed.03/08/21 - This project is part ofthe overall West District CP project bid event. Award to contractor planned for end of March.

12/6/2019- had to Move to 2020 due to ROW issues

4/4/2019- Working on AFE

2/10/19 - changed status from Deferred to Pending AFE
8/15/2018 Deferred to 2019 - moved FCST out to 2019 and changed project to Proposed for 2019.
8/7/2018- working on GB location
6/1/2018 no change
5/4/2018 NO Change
4/9/2018- no change
3/2/2018- no change
1/10/2018- Working on AFE",8/5/2022,"02/02/22 - Forecast pushed back to April. ROW working with landowner to secure the easement agreement.

01/04/22 - Forecast added to February 2022 for installation due to not being able to secure approved easement in 2021.

12/02/21 - Will capture the material costs this year. Install is likely to push into 2022.

11/02/21 - ROW is still waiting on signature of new easement. Forecast moved out to December. Still trying to install at first available once easement is done.

10/04/21 - Installation planned for Oct. ROW is completing easement

09/08/21 - No new updates

08/10/21 - ROW is in negotiation with the city for a new easement due to complications with landowner with existing easement location. Forecast pushed out to October to allow time for ROW to finish.

06/09/21 - Forecast is current until final travel schedule is received by contractor.04/08/21 - Forecast placeholder pushed back while developing schedule from bid event.

12/6/2019- had to move to 2020 due to ROW issues
4/4/2019- Working on AFE
2/10/19 - FCST for Oct 2019
8/15/2018 Deferred to 2019
8/7/2018 no change
6/1/2018 no change
5/3/2018 No Change
4/9/2018- no change
3/2/2018- no change
2-26-2018- Moved to Q4 to allow for ROW and Design.","Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Argo,XX163KK - IN S/L TO KANKAKEE,,1616,,60000,,-8726,,"Geib, Rob","Geib, Robert",N/A,,1,25347,,"Guest, ProSight",Independent,Aqua,8/29/2017,Int - Planned Corr & FI
XX740RJ Airport Runway Test Station Relocation,Item,Open,MEXP,XX740RJE2001,Exempt,1672743,"Gable, Rob",East,1. Proposed,Defined,Cathodic Protection,,40000,,40000,40000,0,Green,,,,40000,,,40000,,,40000,Full,40000,,40000,40000,No,Green,7/1/2023,1/14/2020,1/14/2020,11/30/2020,9/30/2023,,,,,,,,,,,,,,,20000,,20000,,,,,3/2/2023 RAG - Work to begin during Q3.  2/2/2023 - RAG - Project forecasted in 2023. 1/4/2023 - RAG - Project forecasted in 2023. 11/3/2022 RAG - Project forecasted in 2023.  10/4/2022 RAG - Project was removed during 2022 budget and just reappeared in Sept 2022.  R. Geib instructed me to forecast into 2023.  7/30/2021 RAG - Significant delays have been encountered. The only Buckeye employee with approved access to the airport is unavailable for the foreseeable future during 2021. By the time he returns there will not be time to progress with this project. After discussions with the program manager Rob Geib it was decided to defer this project to 2021.  7/2/2021 RAG - Mike Bass is collecting information from the airport.  5/5/2021 RAG - ROW Specialist Mike Bass is contacting the airport to setup access and construction requirements.  3/2/2021 RAG - Will involve new district ROW agent during February.  1/5/2021 - Reaching out to the airport for access for project to  begin 1Q 2021. 8/4/2020 RAG - Preparing to start project later in the year.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Malvern,XX740MX - NJ S/L TO MALVERN,,0,,40000,,,,"Geib, Rob","Geib, Robert",,,1,34905,,"Administrator, System",Independent,Aqua,8/30/2019,Int - Planned Corr & FI
Yabacoa Terminal 2023 Annual Survey,Item,Open,MEXP,BCTYA00E2305,Maintenance Framework,,"Norton, Bill",East,8. Canceled,Defined,Cathodic Protection,,50001,,50001,50001,0,Green,50001,,50001,0,,,49500,,,49500,Full,49500,,50001,50001,No,Green,9/1/2023,2/21/2023,2/21/2023,9/1/2023,11/30/2023,,,,,,,,,,,,,,,,,50000,,,1,,3/2/2023 - Project is cancelled due to being funded through Local Operations Budget. 9/2/2022 - Forecasted $ in Summer 2023.,3/2/2023,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Yabucoa,BCTYA - BCT YABUCOA TERMINAL,,0,,50000,1,,,"Geib, Rob","Geib, Robert",,,1,44341,,"Guest, ProSight",Independent,,8/5/2022,Int - Planned Corr & FI
YJ523GE - Shorted Casing Remediation - I480,Item,Candidate,MEXP,,Exempt,,"Gremer, Michael",West,2. Pending AFE,,Cathodic Protection,,206000,,206000,206000,0,Green,206000,,206000,0,,,,,,,,,,206000,206000,No,Green,8/1/2023,,,,9/30/2023,,,,,,,,,,,,,,,,141000,65000,,,,,"3/2/23 - PM working on scope of work.
2/3/23 - PM working on scope of work.",3/2/2023,,,,West,Pipelines and Terminals,Corrosion,,Mantua,GE523GF - MATUA TO CLEVELAND-DRYDOCK,,0,,206000,,,,"Geib, Rob",,,,1,45314,,"Guest, ProSight",Independent,Aqua,8/25/2022,Int - Planned Corr & FI
ZA 19.7 Lehigh River CP system design,Item,Open,MEXP,GZ701LEE2301,Maintenance Framework,2086010,"Norton, Bill",East,3. Active,Defined,Cathodic Protection,,15000,,15000,15000,0,Green,15000,,15000,0,,,14850,,,14850,Full,14850,,15000,15000,No,Green,5/1/2023,2/21/2023,2/21/2023,10/1/2023,11/30/2023,,,,,,,,,,,,,15000,,,,,,,,,,,,"Sautter, Maureen",,East,Pipelines and Terminals,Corrosion,,Macungie Pipe,GZ701LE - GUTHSVILLE TO LEHIGHTON-16,,0,15000,,,,,"Geib, Rob","Geib, Robert",,,1,44356,,"Guest, ProSight",Independent,Aqua,8/1/2022,Int - Planned Corr & FI
BBH - Offshore Piping CP Upgrade,Item,Open,MCAP,8410811M2317,Maintenance Framework,,"Occhi, Edward",East,2. Pending AFE,Defined,Cathodic Protection,,220000,,220000,220000,0,Green,,,,220000,,,233600,,,,Full,233600,,540000,540000,No,Green,5/1/2023,,,11/15/2023,11/30/2023,,,,,,,,,,,,,20000,50000,100000,50000,,,,,,,,,"Walker, Carol",,East,Pipelines and Terminals,Integrity,,Bahamas Hub,841817 - BOR - MARINE OPERATIONS,,0,70000,150000,,,,"Geib, Rob","Geib, Robert",,,1,45154,,"Guest, ProSight",Independent,Aqua,8/23/2022,Marine
601/602 CP Upgrades,Item,Open,MCAP,JK00000M2201,Maintenance Framework,1946433,"Occhi, Edward",East,7. Closed,Defined,Cathodic Protection,-546,,,-546.18,-546,0,Green,,,,-546,,,55000,,,55000,Full,55000,60747,,60747,No,Green,2/1/2022,2/10/2022,2/10/2022,12/31/2022,11/30/2022,,,-636.8,90.62,,,91,Red,0,,,,,,,,,,,,,"01/27/2023 - CWIP charges for Dec. and additional costs triggered supplement; $2,700 Reclass submitted to BPTPC00M2202.",1/27/2023,,"Walker, Carol",,East,Pipelines and Terminals,Integrity,,Long Island,JK - JFK TERMINAL,,-546,,,,61293,,"Geib, Rob","Geib, Robert",,,1,40909,,"Guest, ProSight",Independent,Aqua,8/3/2021,Other Programs
607 Pipeline CP Upgrades,Item,Open,MCAP,LN607NWM2201,Maintenance Framework,1939408,"Occhi, Edward",East,7. Closed,Defined,Cathodic Protection,3077,,,3076.63,3077,0,Green,,,,3077,,,30000,,,30000,Full,30000,32932,,32932,No,Green,2/1/2022,1/21/2022,1/21/2022,12/31/2022,11/30/2022,,,2964,112.63,,,113,Red,0,,,,,,,,,,,,,"01/04/2023 Reclass still pending.
12/8/2022 Reclass submitted to move $9,313.96 of payroll charges to MEXP project BETWE00E2202.",1/4/2023,,"Walker, Carol",,East,Pipelines and Terminals,Integrity,,Linden,LN607NW - LINDEN TO NEWARK AIRPORT,,3077,,,,29855,,"Geib, Rob","Geib, Robert",,,1,40738,,"Guest, ProSight",Independent,Aqua,7/26/2021,Other Programs
DQ160SI MP 133.60 Ground Bed Replacement,Item,Open,MCAP,DQ160SIM2201,Exempt,1946413,"Gabriel, Jeff",West,6. Operational,Defined,Cathodic Protection,1355,,,1355.2,1355,0,Green,,,,1355,,,38000,,15282,53282,Full,53282,53282,,53282,No,Green,2/1/2022,2/10/2022,2/10/2022,10/15/2022,12/31/2022,,,1355.2,,,,,,0,,,,,,,,,,,,,"1/3/2023-Work complete. Need to Accrue 28,300


12/1/2022- Work complete charges will hit in Dec as forecasted 


11/1/2022- PO will be sent out this week. NIS will be completing the work.


10/4/2022- Moved forecast to November. waiting on contractor to be added to JDE to receive Quotes.


9/1/2022 -No Change in Schedule 


8/3/2022-Scheduled for October CPM


7/5/2022- contractor availiblity and bid delays.  6/2/2022- Scheduled for June 


5/1/2022- Awarded to CPM move forecast to June 


4/4/2022- Variance ordered material & Still waiting on Bid Event


3/3-22- Material ordered",1/3/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Central-Illinois,DQ160SI - DEWITT TO SIBLEY,,1355,,,,51927,,"Geib, Rob","Geib, Robert",,,1,40843,,"Guest, ProSight",Independent,Aqua,7/29/2021,Other Programs
GC425GK - FDM-05 Boston Rd. Groundbed Replacement,Item,Open,MCAP,GC425GKM2202,Exempt,1990683,"Gremer, Michael",West,6. Operational,Defined,Cathodic Protection,680,,,680.2,680,0,Green,,,,680,,,33000,,,33000,Full,33000,31706,,31706,No,Green,7/1/2022,6/16/2022,6/16/2022,9/30/2022,10/31/2022,,,,680.2,,,680,Red,,,,,,,,,,,,,,"3/2/23 - Unexpected Charge from contract ROW agent.
11/01/22 - Work Completed.
10/04/22 - Weather issues Contractor delayed due to weather and OQ expirations. Work being done this week. Accrue $9,000 for Corrpro and  $14,742 for LSC.
09/01/22 - Materials delivered. Scheduled for September install.
08/02/22 - Expected material delivery in July. Waiting on materials. Forecast revised.
07/07/22 - AFE approved on 6/16. Materials ordered on 6/23. PO issued to contractor on 6/28. Forecast revised.
06/03/22 - AFE submitted on 5/31. Waiting on approval. Forecast changed to reflect adjusted budget.
04/05/22 - Forecast moved back due to delay in Bid event.
03/03/22 - Forecast moved to May due to delay in Bid event.",3/2/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Integrity,,Mantua,GC425GK - WAKEMAN - BRECKSVILLE-#2-E,,680,,,,31025,,"Geib, Rob","Geib, Robert",,,1,41399,,"Guest, ProSight",Independent,Aqua,8/12/2021,Other Programs
